"Statistic Label","Quarter","Sex","Domestic","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2001Q2","Both sexes","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2001Q2","Both sexes","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2001Q2","Male","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2001Q2","Male","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2001Q2","Female","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2001Q2","Female","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2001Q3","Both sexes","Domestic","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2001Q3","Both sexes","Outbound","Nights per Trip","10.7"
"Average Length of Stay by Irish Residents","2001Q3","Male","Domestic","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2001Q3","Male","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2001Q3","Female","Domestic","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2001Q3","Female","Outbound","Nights per Trip","11"
"Average Length of Stay by Irish Residents","2001Q4","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2001Q4","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2001Q4","Male","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2001Q4","Male","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2001Q4","Female","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2001Q4","Female","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2002Q1","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2002Q1","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2002Q1","Male","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2002Q1","Male","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2002Q1","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2002Q1","Female","Outbound","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2002Q2","Both sexes","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2002Q2","Both sexes","Outbound","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2002Q2","Male","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2002Q2","Male","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2002Q2","Female","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2002Q2","Female","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2002Q3","Both sexes","Domestic","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2002Q3","Both sexes","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2002Q3","Male","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2002Q3","Male","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2002Q3","Female","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2002Q3","Female","Outbound","Nights per Trip","10.7"
"Average Length of Stay by Irish Residents","2002Q4","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2002Q4","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2002Q4","Male","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2002Q4","Male","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2002Q4","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2002Q4","Female","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2003Q1","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2003Q1","Both sexes","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2003Q1","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2003Q1","Male","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2003Q1","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2003Q1","Female","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2003Q2","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2003Q2","Both sexes","Outbound","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2003Q2","Male","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2003Q2","Male","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2003Q2","Female","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2003Q2","Female","Outbound","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2003Q3","Both sexes","Domestic","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2003Q3","Both sexes","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2003Q3","Male","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2003Q3","Male","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2003Q3","Female","Domestic","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2003Q3","Female","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2003Q4","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2003Q4","Both sexes","Outbound","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2003Q4","Male","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2003Q4","Male","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2003Q4","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2003Q4","Female","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2004Q1","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2004Q1","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2004Q1","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2004Q1","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2004Q1","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2004Q1","Female","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2004Q2","Both sexes","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2004Q2","Both sexes","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2004Q2","Male","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2004Q2","Male","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2004Q2","Female","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2004Q2","Female","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2004Q3","Both sexes","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2004Q3","Both sexes","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2004Q3","Male","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2004Q3","Male","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2004Q3","Female","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2004Q3","Female","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2004Q4","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2004Q4","Both sexes","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2004Q4","Male","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2004Q4","Male","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2004Q4","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2004Q4","Female","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2005Q1","Both sexes","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q1","Both sexes","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2005Q1","Male","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q1","Male","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2005Q1","Female","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q1","Female","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2005Q2","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q2","Both sexes","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2005Q2","Male","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q2","Male","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2005Q2","Female","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2005Q2","Female","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2005Q3","Both sexes","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","Both sexes","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2005Q3","Male","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","Male","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2005Q3","Female","Domestic","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2005Q3","Female","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2005Q4","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","Both sexes","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2005Q4","Male","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q4","Male","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2005Q4","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","Female","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2006Q1","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Both sexes","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2006Q1","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2006Q1","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q1","Female","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2006Q2","Both sexes","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q2","Both sexes","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2006Q2","Male","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Male","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2006Q2","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q2","Female","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2006Q3","Both sexes","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","Both sexes","Outbound","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2006Q3","Male","Domestic","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2006Q3","Male","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2006Q3","Female","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","Female","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2006Q4","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Both sexes","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2006Q4","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2006Q4","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Female","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q1","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","Both sexes","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2007Q1","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q1","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q1","Female","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","Female","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2007Q2","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2007Q2","Both sexes","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2007Q2","Male","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2007Q2","Male","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2007Q2","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2007Q2","Female","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2007Q3","Both sexes","Domestic","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2007Q3","Both sexes","Outbound","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2007Q3","Male","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2007Q3","Male","Outbound","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2007Q3","Female","Domestic","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2007Q3","Female","Outbound","Nights per Trip","9.8"
"Average Length of Stay by Irish Residents","2007Q4","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","Both sexes","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2007Q4","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q4","Male","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2007Q4","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","Female","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2008Q1","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","Both sexes","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2008Q1","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","Male","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2008Q1","Female","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","Female","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2008Q2","Both sexes","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2008Q2","Both sexes","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2008Q2","Male","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2008Q2","Male","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2008Q2","Female","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2008Q2","Female","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2008Q3","Both sexes","Domestic","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2008Q3","Both sexes","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2008Q3","Male","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2008Q3","Male","Outbound","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2008Q3","Female","Domestic","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2008Q3","Female","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2008Q4","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q4","Both sexes","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2008Q4","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q4","Male","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2008Q4","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2008Q4","Female","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2009Q1","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2009Q1","Both sexes","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2009Q1","Male","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2009Q1","Male","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2009Q1","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2009Q1","Female","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2009Q2","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009Q2","Both sexes","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2009Q2","Male","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2009Q2","Male","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2009Q2","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009Q2","Female","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2009Q3","Both sexes","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2009Q3","Both sexes","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2009Q3","Male","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2009Q3","Male","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2009Q3","Female","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2009Q3","Female","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2009Q4","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2009Q4","Both sexes","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2009Q4","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2009Q4","Male","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2009Q4","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2009Q4","Female","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2012Q1","Both sexes","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2012Q1","Both sexes","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2012Q1","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2012Q1","Male","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2012Q1","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2012Q1","Female","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2012Q2","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2012Q2","Both sexes","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2012Q2","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2012Q2","Male","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2012Q2","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2012Q2","Female","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2012Q3","Both sexes","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2012Q3","Both sexes","Outbound","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2012Q3","Male","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2012Q3","Male","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2012Q3","Female","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2012Q3","Female","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2012Q4","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2012Q4","Both sexes","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2012Q4","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2012Q4","Male","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2012Q4","Female","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2012Q4","Female","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2013Q1","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2013Q1","Both sexes","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2013Q1","Male","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2013Q1","Male","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2013Q1","Female","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q1","Female","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2013Q2","Both sexes","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2013Q2","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2013Q2","Male","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2013Q2","Male","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2013Q2","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2013Q2","Female","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2013Q3","Both sexes","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2013Q3","Both sexes","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2013Q3","Male","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2013Q3","Male","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2013Q3","Female","Domestic","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2013Q3","Female","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2013Q4","Both sexes","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Both sexes","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2013Q4","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Male","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2013Q4","Female","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Female","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2014Q1","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q1","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2014Q1","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q1","Male","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2014Q1","Female","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q1","Female","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2014Q2","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Both sexes","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2014Q2","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Male","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2014Q2","Female","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Female","Outbound","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2014Q3","Both sexes","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2014Q3","Both sexes","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2014Q3","Male","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2014Q3","Male","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2014Q3","Female","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2014Q3","Female","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2014Q4","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2014Q4","Both sexes","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2014Q4","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2014Q4","Male","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2014Q4","Female","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2014Q4","Female","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2015Q1","Both sexes","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2015Q1","Both sexes","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2015Q1","Male","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2015Q1","Male","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2015Q1","Female","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2015Q1","Female","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2015Q2","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015Q2","Both sexes","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2015Q2","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2015Q2","Male","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2015Q2","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015Q2","Female","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2015Q3","Both sexes","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2015Q3","Both sexes","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2015Q3","Male","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2015Q3","Male","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2015Q3","Female","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2015Q3","Female","Outbound","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2015Q4","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q4","Both sexes","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2015Q4","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q4","Male","Outbound","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2015Q4","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2015Q4","Female","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2016Q1","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q1","Both sexes","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2016Q1","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q1","Male","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2016Q1","Female","Domestic","Nights per Trip","2.2"
