"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2005Q2","Other reasons","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","State","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Border, Midland and Western","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Border","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Midland","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","West","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Southern and Eastern","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Dublin","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Mid-East","Nights per Trip","4.5"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","Mid-West","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","South-East","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2005Q3","All reasons for journey","South-West","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2005Q3","Holiday","State","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Border, Midland and Western","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Southern and Eastern","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Holiday","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","State","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2005Q3","Business","Border, Midland and Western","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q3","Business","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","Southern and Eastern","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2005Q3","Business","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Business","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","State","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Border, Midland and Western","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Southern and Eastern","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Visiting friends/relatives","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","State","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Border, Midland and Western","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Southern and Eastern","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q3","Other reasons","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","State","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Border, Midland and Western","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Border","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Midland","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","West","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Southern and Eastern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Dublin","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Mid-East","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","Mid-West","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","South-East","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2005Q4","All reasons for journey","South-West","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","Holiday","State","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Border, Midland and Western","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Southern and Eastern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Holiday","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q4","Business","Border, Midland and Western","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2005Q4","Business","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","Southern and Eastern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q4","Business","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Business","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","State","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Border, Midland and Western","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Southern and Eastern","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Visiting friends/relatives","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","State","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Border, Midland and Western","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Southern and Eastern","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2005Q4","Other reasons","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Border","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Midland","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","West","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Southern and Eastern","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Dublin","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Mid-East","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","Mid-West","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","South-East","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","All reasons for journey","South-West","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q1","Holiday","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Southern and Eastern","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Holiday","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q1","Business","Border, Midland and Western","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q1","Business","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","Southern and Eastern","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2006Q1","Business","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Business","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Southern and Eastern","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Visiting friends/relatives","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","State","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Southern and Eastern","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q1","Other reasons","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","State","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Border, Midland and Western","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Border","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Midland","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","West","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Southern and Eastern","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Dublin","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Mid-East","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","Mid-West","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","South-East","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q2","All reasons for journey","South-West","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Holiday","State","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Border, Midland and Western","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Southern and Eastern","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Holiday","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","State","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Business","Border, Midland and Western","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2006Q2","Business","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","Southern and Eastern","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q2","Business","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Business","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","State","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Southern and Eastern","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Visiting friends/relatives","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","State","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Border, Midland and Western","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Southern and Eastern","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q2","Other reasons","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","State","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Border, Midland and Western","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Border","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Midland","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","West","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Southern and Eastern","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Dublin","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Mid-East","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","Mid-West","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","South-East","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2006Q3","All reasons for journey","South-West","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","State","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Border, Midland and Western","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Border","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Midland","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","West","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Southern and Eastern","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Dublin","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Mid-East","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","Mid-West","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","South-East","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2006Q3","Holiday","South-West","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2006Q3","Business","State","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006Q3","Business","Border, Midland and Western","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2006Q3","Business","Border","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q3","Business","Midland","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2006Q3","Business","West","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2006Q3","Business","Southern and Eastern","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q3","Business","Dublin","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q3","Business","Mid-East","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q3","Business","Mid-West","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2006Q3","Business","South-East","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006Q3","Business","South-West","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","State","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Border, Midland and Western","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Border","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Midland","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","West","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Southern and Eastern","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Dublin","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Mid-East","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","Mid-West","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","South-East","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2006Q3","Visiting friends/relatives","South-West","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","State","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Border, Midland and Western","Nights per Trip","4.5"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Border","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Midland","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","West","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Southern and Eastern","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Dublin","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Mid-East","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","Mid-West","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","South-East","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2006Q3","Other reasons","South-West","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Border","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Midland","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","West","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Southern and Eastern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Dublin","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Mid-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","Mid-West","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","South-East","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2006Q4","All reasons for journey","South-West","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Border","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Midland","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","West","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Southern and Eastern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Dublin","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Mid-East","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","Mid-West","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","South-East","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","Holiday","South-West","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q4","Business","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q4","Business","Border, Midland and Western","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q4","Business","Border","Nights per Trip","1.4"
"Average Length of Stay by Irish Residents","2006Q4","Business","Midland","Nights per Trip","1.9"
