,review,sentiment
469,"I just recently bought ""The Big Trail"" {1930}. It's an awesome, amazing film. I knew it by reputation but never expected it to be so magnificent. My version is the one shot in 35mm and I'll speak of that again later. When one thinks of the Western Myth in film the names that come to mind are John Ford and John Wayne. Well, you have only half the team here, but the entire Myth is present. Raoul Walsh has given us a remarkable epic in which the true plot is the struggle of the westward expansion of the nation. <br /><br />There is a plot centering on a romance between Breck Coleman {Wayne} and Ruth Cameron {Margaret Churchill} with the main villain, Red Flack being memorably played by Tyrone Power, Sr. But this has an almost incidental quality as the wagon train struggles forward against incredible obstaclesboth natural and human. Examples are the crossing of the river, the Indian battle, and traversing the burning Desert. The aftermath of the battle is given a sombre touch when a doll is placed on the grave of a child killed while a faithful dog lies down on its master's grave.<br /><br />Magnificent panoramas are filled with energy and activity. The opening scene as the wagon train prepares to leave, the Square Dance interlude and the great Buffalo herds are some that spring to mind. Marvellous use is made of location shooting throughout. Another feature of this splendid film is the fact that men and women are given equal credit for their parts in the great struggle Westward. Women work, fight, and confront the terrible hardships with the same fortitude and strength as their male counterparts. The finale has a powerfully uplifting experience as Coleman and Cameron meet in the gigantic towering Sequoia forest to start their new life. <br /><br />The acting is quite acceptable throughout. I've already mentioned Tyrone Power's scene-stealing performance. Tully Marshall is excellent as Coleman's sidekick, and Marguerite Churchill convincingly portrays a woman who develops an inner strength as she encounters her own problems as well as those external to herself. The comic-relief is the weakest aspect of this film, but these scenes are not common and are swallowed up in the tremendous sweep of the film.<br /><br />I've read much criticism of Wayne's performancesome even going so far as to blame his ""wooden acting"" for the failure of the film at the box-office. I think this is unfair. Wayne was in his first major role and certainly had not developed the charisma of his performance in ""Stagecoach"". But he still does a serviceable job in a role which is certainly going to play second fiddle to the great over-arching theme. After ""The Big Trail"", Wayne played in a large number of low-budget B Westerns. I have a number of these and one can see the developing actor in them. When ""Stagecoach"" came he was ready for it and ""The Big Trail"" was a significant part of that apprenticeship.<br /><br />I mentioned earlier that my version is the one shot in 35mm. It's still impressive, but to get some idea of the effect of the 70mm version I set the TV screen to 16:9 which doesn't cause any distortion. While not having the complete effect of the Grandeur version, it was good enough to make me want to get the latter. {in addition, the film shot in 70mm has a few extra scenes not in the form made for ordinary theatrical showing}.<br /><br />All-in-all, this film deserves to be in any list of the greatest Westerns ever made.",1
470,"CONGO is probably the worst big-budget movie of the 1990s. It is so bad that it is watchable over and over again. A bunch of folks with different agendas probe deep into darkest Africa, where they encounter a temple of riches just like in KING SOLOMON'S MINES -- but with cannibalistic gorillas guarding those riches. On their side, the humans have a ""talking"" gorilla named Amy who helps save the day at one point or another. So much for the plot. The dialogue throughout is witless, the acting almost uniformly atrocious, certainly campy (Tim Curry and Ernie Hudson are both on hand to assure the ham factor), and the special effects abysmal. Wait until you see the cannibalistic gorillas. And the lava! Oh yes, did I mention there's a volcanic eruption to top off the big finale? Laura Linney of all people is along for this bumpiest of rides. What could she have been thinking? This is right around the same time she appeared with Richard Gere and Ed Norton in PRIMAL FEAR, a movie that helped guarantee her stardom.",0
471,"With Knightly and O'Tool as the leads, this film had good possibilities, and with McCallum as the bad guy after Knightly, maybe some tension. But they threw it all away on silly evening frill and then later on with maudlin war remnants. It was of course totally superficial, beautiful English country and seaside or not.The number one mistake was dumping Knightly so early on in the film, when she could easily have played someone a couple of years older, instead of choosing someone ten years older to play the part. They missed all the chances to have great conflict among the cast, and instead stupidly pulled at the easy and low-cost heartstring elements.",0
472,"I just saw this film on Turner Classic Movies last night and was blown away by Victor McLaglen's performance:In every sense of the word a ""tour de force"". The atmosphere of 1922 Dublin evoked through the cinematography and production design really foreshadowed techniques used in the best film noirs of the 40's and early 50's.Very nice attention to detail also;during Frankie McPhillip's (Wallace Ford's) wake, the mourners are all praying in Gaelic. Max Steiner's score is unforgettable. As in later films such as 1939's GWTW, he appropriated folk ballads to lend local color and a sense of place and time. John Ford: already a film giant in 1935!",1
473,"I was lucky to see this sequel before the original because i'm not sure i would have gone out of my way to see it if the contrary had been true. I found ""Mission Cléopâtre"" better than it's predecessor for different reasons, but the major one is this : it was almost word for word an adaptation of one book not an amalgam like the first movie. The physical resemblance of some characters to their animated self were very funny especially the bad guy (who's name is escaping me, but he's the other architect). I don't know how this movie played in English; my first language is french so i didn't have that problem... I imagine some of the jokes weren't that easy to translate. I've learned something with years it's better to watch a movie with the subtitles than with the dubbing maybe you wont understand what is said, but you wont lose the rhythm and i think that's important too. I would recommend this movie to anyone who really loves ""Astérix et Obélix"".",1
474,"There have been numerous productions that tell of the development of the atomic bomb. The Robert Taylor film ABOVE AND BEYOND (flag waving interservice propaganda really; if you believe this one you think that the Army Air Corps, in the person of Paul W. Tibbits, ran the entire show!), the NBC produced ENOLA GAY (probably A LOT closer to the mark), and the BBC-TV series, OPPENHEIMER, with Sam Waterston in the title role.<br /><br />FAT MAN AND LITTLE BOY takes the same approach that the BBC series did but widens it; it avoids the ""Gee Whiz"" technology of the Manhattan Project and focuses on human aspects; the personalities involved in the work. Instead of focusing on Oppie, it covers a wide swath of mythical but pretty typical people who were part of it.<br /><br />With reservations, Dwight Schultz did a good job as Oppie, presenting a dreamy, Ivory Tower academic who struggles to relate his contributions as a physicist to his inclinations to view the world in a wider social and moral context... only to have that struggle won by an overriding lust for personal power and glory. In THE DAY AFTER TRINITY it was made clear that Oppenheimer viewed himself as a ""superior being"" by virtue of his vast, wide ranging intellectual prowess. In the end that was Robert Oppenheimer's downfall; he saw himself as a sort of ""Philosopher/King"", a moral and intellectual superior who could (and rightfully SHOULD) ""wisely"" prescribe what was best for the rest of the world re. nuclear weapons development and deployment. <br /><br />Unfortunately, wisdom doesn't dictate the actions of nations or direction of events on a global scale. Wisdom doesn't bestow temporal power. When it tries to exercise such nonexistent power (as Oppie found when he opposed the development of ""The Super"", the hydrogen bomb), wisdom is ignored and banished by those who REALLY have the power.<br /><br />I found myself faulting Schultz character in one way; his Oppie exposes himself TOO closely and personally to the Manhattan Project, despite the doubts and fears that tore at his intellectual basis. The real Oppenheimer would have had to take a different approach; at the beginning he would have had to come to the firm resolution that the project would result in ultimate good. The ugliness it produced along the way would be an incidental price that must be paid to attain that ultimate good, and it must be ignored... at least until the end of the project when there was leisure to assess the gains and losses. Oppie clearly did that, and it resulted in his controversial postwar statements to the effect that science had now known sin, and that was a knowledge it could never lose. <br /><br />While the project went on, such considerations HAD to be pushed aside if he was to maintain his sanity.<br /><br />Because of this ambiguity, Schultz character comes off as a weak, frightened little boy who could NEVER have served as ""Coordinator of Rapid Rupture"", as Oppenheimer unofficially dubbed his post.<br /><br />Paul Newman's take on Gen. Leslie R. Groves is fascinating, and a bravura performance, if possibly a LITTLE BIT over the top.<br /><br />Groves was a civil engineer by training, but first and foremost he was a SOLDIER, and a general to boot! He's accustomed to DEMANDING that things go HIS way... intensely driven, a foul mouthed, spoiled child who has tantrums at the drop of a hat, who reveres his country and isn't too proud to fall on his knees and pray. In other words, very much like REAL (ie, NON civil engineer) soldiers, aka George Patton! Grove's MISSION not only comes first, it is his ONLY consideration... feelings and egos be damned, except for his OWN, of course! <br /><br />Groves couldn't admit it, but he knew full well that he NEEDED Oppenheimer; military rank meant NOTHING in the world of theoretical physicists. Oppie was a necessary interface between the two worlds he had to straddle.<br /><br />Again... I have to fault the script on this, and for the same reason.<br /><br />In reality, Groves already OWNED Oppie; if he didn't, Oppie would never have been chosen for the post in the first place. History tells of MANY cases where other scientists, some as stellar as Oppenheimer, simply walked away from Groves recruitment efforts. At one point Groves was so desperate that he proposed DRAFTING the physicists he needed!<br /><br />Groves attempts in the film to maneuver and control Oppie were UNNECESSARY... they only exist here as a dramatic device which indeed helps make the atmosphere of the film quite ugly.<br /><br />Kusak's ""Michael Merriman"" is a composite of several real characters, but they're from a different time frame. Several research accidents similar to the one depicted happened in POSTWAR weapons research. <br /><br />Merriman's radiation overdose creates another ugliness in the film, but one which is, IMHO, necessary, and pretty accurate. People with weak stomachs will have a hard time handling the hospital sequences; they're all TOO real.<br /><br />The main idea that comes across, but not strongly enough IMHO, is the big truth of the Los Alamos experience. The scientists who signed on were young, idealistic and naive as well as talented. Most were on their first excursion out of the shelter of the campus. To them the project was a patriotic adventure that allowed them to practice experimental physics on a large scale without the constraints of budgets or ""excessive"" bureaucratic oversight. <br /><br />It was not only their brilliance, but their youthful exuberance that produced the atomic bomb. <br /><br />There's plenty here to make the thoughtful viewer intensely uncomfortable about this movie. Just the same, if you filter out the Hollywood BS (there isn't that much of it really), this is probably a pretty accurate view of the inside of Manhattan Project.",1
475,The material is poor....the script's dreadful....the acting mediocre at best and the music telegraphs what the scene is supposed to be communicating like a kick in the head.<br /><br />Give this one a miss....even Yancy Butlers not hot enough even in the semi nude scenes to save this tripe.<br /><br />I'm amazed people rave about Yancy Butler.....given what I've seen here and in the couple of other things I've seen her in she hasn't got the depth or presence to be a star...and her off screen behaviour would tend to indicate she knows that as well.<br /><br />Last thing is where was this shot? I don't recognise the externals.,0
476,"Using Buster Keaton in the twilight of his career was an interesting choice. He may have been the most talented comedian of the silent age. This gives him a chance to display those talents in a little time travel story. He get hooked up with a guy living in modern times, and it becomes obvious that we are best left in our own times Keaton is able to do his sight gags very well. I've heard his voice before. I believe he did some of those Beach Party films, playing some vacuous characters just to earn a few bucks. Serling seemed to have respect for him and portrayed him that way. It's not a bad story. It shows how one reacts when we wish for something we don't have and get that wish.",1
477,"I gave this movie a four-star rating for a few reasons. First, I felt that this movie was definitely preaching and I hate that. Still, it's my own fault for watching a Christian movie in the first place.<br /><br />My friend and I rented this movie because it sounded interesting. The back of the case said something along the lines of a spiritual battle, someone opening some sort of boundary that let demons into our world and the like. Something I am very interested in, indeed. This movie almost hit the target. It was more like on the edge of the target, more on the tree than the target itself...<br /><br />The basic plot of this movie is two couples are abducted by a group of terrorists to be victim to experiments. However, because their experimental serum is derived from the research of a scientist who claimed to be able to bridge the gap between the physical and the spiritual realms, the men of the couples are now able to feel, smell, hear, and see the demons of the spiritual world. In that order. Apparently the sense of taste is not present in that realm.<br /><br />This movie is very clichéd. They took the title seriously as the men, while chained to the beds, demand their women look behind them because there is something there.<br /><br />Although a good effort for what it was, I think the special effects could have been done so much better. The demon scratching at the woman was, in a word, hilarious. The wife was obnoxious as hell and everyone in the room practically cheered when she died. We were all hoping she'd be beaten by the other woman with the chair, though.<br /><br />The message is one that I don't care to comment on, other than I think the Christian filmmakers should have found a better medium for it.<br /><br />And so I give it four stars because it is not the movie's fault I am not a Christian and don't like this type of message, and I got a kick out of making comments throughout. My friend and I watching this movie seemed to resemble an episode of MST3K.",0
478,"Many people like this movie and many more love it, but it seems that it is all for the wrong reasons. Scarface should be liked and loved but not in the way it has been or is.<br /><br />Many people say the acting was over-the-top, but who better to do an over-the-top character than Al Pacino. To say that Pacino went over-the-top in here would be an understatement. Yet he does it so well, he just brings the inner devil out of you so well. His character Tony Montana was not such a great guy to begin with but his thirst for power just bring his sickness of greed to another level; an inhumane level. Sure at times Pacino seems to be a bit cartoonish and surreal but that does not at all to me seem to be a liability at all. The supporting cast served its job very well. Michelle Pfeiffer was not really at her best but she certainly fit the role she played. On the other hand Steven Bauer was at his best, still he is Steven Bauer. Mary Elizabeth Mastrantonio was good and like Michelle Pfeiffer fit her role very well. Robert Loggia I have always enjoyed watching in just seeing him yell. Other than Pacino they were not really any standout or memorable performances. Everybody just seemed to fit their roles by being there. They did not fit in perfectly but were convincing enough.<br /><br />Brian De Palma did a very good job directing this movie. Whenever an actor is able to become larger than life with his performance some credit should be given to the director and I will certainly give De Palma that. Brian De Palma, though not given the respect, is a very versatile director by my count. He knows how to direct movies according to their genres, but that at times has not turned out well. In here it does, this is by all counts a gangster movie but few are much better than this one because of De Palma.<br /><br />The writing was great it was just pure Oliver Stone. When I saw the credits at the end of this movie and saw that Oliver Stone had written this I was not the least bit surprised. That is a testament to him though. I have always though of him as a great writer and to me he proves this once again with Scarface. Nobody knows how to write a surreal reality for a movie than Oliver Stone.<br /><br />The music was good but not that great. It is certainly not my favorite from Giorgio Moroder. The music was a little bit too 80s-ish for me but it didn't annoy me. The cinematography was good, not amazing but really who cares with a movie like this.<br /><br />This has probably been one of the most influential movies in the past 25 years but as mentioned before it is for the wrong reasons. People should realize that the character of Tony Montana is no hero, he is a monster. He is not inspiring in anyway. He is greedy, bloodthirsty, uneducated and self consumed. Yet he is a role model to many people because he is in some way or another a rebel but probably most of all because he is a deluded gangster. A vigilante would be like Mother Tereasa next to Scarface.<br /><br />The good thing about this movie though is that it shows that the Tony Montanas' are not the real problem. If we or the people of authority would want to shut people like him down we could do it but we don't. In a freaky twisted way he is a necessity of our society. He is somebody you could blame everything on and fell better about yourself doing it. The Tony Montanas' of this world are the scapegoats of our society. This in no way excuses people like him. Instead it is more of a reminder that we shouldn't excuse or allow ourselves to do bad things just because we measure up or think we measure up compared better to a gangster or drug dealer. I love this movie because it is more than a corruption movie, it is a movie that in a strange way makes you self reflect.",1
479,"After watching the trailer I was surprised this movie never made it into theaters, so I ordered the BluRay. I had a great time watching it and have to say that this movie is better than some major animation movies out there. Of course, it has its flaws but I can still really recommend it. The animation is well done, very entertaining and unique and the story kept me watching it all the way to the end. Some of the backdrops are just drop-dead gorgeous and you can see the French talent behind it. I thought that Forest Whitaker's performance feels a bit lifeless but that is how the character Lian-Chu is depicted in this movie. So overall, thumbs up, I liked it a lot and I hope it is successful enough for all the studios involved to continue making great movies like this. I would recommend to give it a chance and be surprised how great a movie can be with such a small budget. Hektor alone is worth watching the movie since some of his moments are Stitch-like hilarious.",1
480,"While I agree that this movie lacks any real substance and should not be taken seriously, its primarily directed to fans of the series who are looking for a quick fix. Bronson (Paul Kersey)once again takes to the streets (given a license to kill by the chief police no less) and moves into his friends apartment (who you guessed it) was killed by a street gang that has taken control of the neighborhood (which looks like Beruit). It's funny that people who associate with Bronson have a habit of getting killed. Bronson systematically kills them off one by one as the people in the neighborhood are used against him. There are some dynamics between Bronson and Fraker who leads the street gang, you can tell they both enjoy their work. At one point in the movie after they scuffle in the city jail, Fraker say's, ""I'm going to kill a little old lady just for you, catch it on the 6:00 news."" The ""Giggler"", a purse thief who laughs as he's committing his crimes is also enjoyable to watch. The movie was made in 1985 and most people probably could identify with the stereotypical urban gangs that are cast in the movie. It's enjoyable watching Bronson (Paul Kersey) rid the streets of these thugs. Watch for the appearance of the Wildey Magnum, a serious piece of hardware that Bronson wields. I also really liked the soundtrack to this movie.",1
481,"This movie was just plain bad. I can forgive low-budget films for being low budget but it wasn't funny, it wasn't smart, it had no redeeming qualities at all unless you really like looking at fake boobs. I don't know what this genre is classified as, possibly erotic horror, but if so-- well, it's neither sexy nor scary. Tying it into the Slumber Party Massacre movies was useless; I'd never seen the previous movies myself, and except for one scene that attempted to tie it together, I had no way of knowing who the escaped psycho killer in 'Cheerleader' was or why they were bothering with including him, especially because (and I don't think I'm revealing anything here) it was really obvious that the cheerleader killer in this film wasn't him. As for the actual murderer? All I can say is, lame. Really lame. When you find out why the killer is offing the cheerleading squad (and the squad's coach, and two stoners who happened to be on the bus trip they're taking, and the bus driver just for the heck of it, apparently) you will sit there and go-- WTF? Worst excuse for a murdering spree ever. The ""actors"" (two guesses why I added the quotes) generally looked like low-budget porn rejects, which they most likely were. Those poor people, trying to break into ""legitimate"" film. One of my friends had this to say about the actor who played Buzzy, the bus driver: ""He looks like the guy who, you know, gets really into it, and his face gets all red and stuff."" We had a good larf at that. Half of the other actors had all the skill and subtlety of the actors in the sixth grade production of ""Annie"" I just saw. The other half pretty much seemed bored to death (especially in the deleted scene, this one redhead...), and by ten minutes into this movie I was, too.<br /><br />A note: the DVD contains one deleted scene, which would've put the movie from R-rated to NC-17 if it had been left in. It was entirely gratuitous, and as adult entertainment goes of no quality whatsoever. The only reason to bother with it is to laugh, a lot, at the badness.",0
482,"OK, I am not a professional movie critic but come on...a true story!!!!<br /><br />They are tunneling under another store to get underneath the bank and stumble across a tomb. At tomb with a passageway which goes directly under the bank.<br /><br />OK, I'll play along.<br /><br />But then they get into the bank and decide to go to sleep. Yeah!!! I am sure with all the adrenaline pumping through them they are going to just fall asleep. <br /><br />This blows the whole picture!!!! How lame!!!!!<br /><br />Glad I didn't have to pay to watch this one.",0
483,"""The Garden of Allah"" is a prime example of ""popular women's literature"", turn of the XXth century style, combining all the power of unbridled erotic and exotic reveries with the stimulating glamour of fake mysticism and the sado-masochistic bite of Catholic guilt. Just as Jane Eyre couldn't really be happy until her castle burned down around her and her lover was permanently maimed for his sins, or the heroine of ""Rebecca"" couldn't find true fulfillment in her marriage until her lordly husband was put on trial for the murder of his first wife (and her castle burned down around her), or poor Psyche couldn't leave well enough alone and had to extract Cupid's secret at all costs, Domini, the devout Catholic heroine of this piece of tripe, can only find true sexual realization by inadvertently marrying a man who has renounced his sacred religious vows. Like all such narratives aiming to stimulate the female reader and induce the vapours, this one relies on the oldest tricks in the book: basic misunderstandings and the inability to express one's true feelings at the right place and at the right time until it is too late. The logic is that any ultimate sexual ecstasy can be indulged in as long as one is willing to eventually pay a high enough price for it in atonement in the last act. It is Paul Claudel reduced to beauty salon magazine standards. Oh well... It could have been much worse and it often was...<br /><br />Without the religious overtones, the film's plot is that of your basic porn flick: Oversexed monk driven mad by abstinence escapes to the desert where he has a few rolls in the dunes with a romantic, shapely but naive Catholic heiress before reintegrating his monastery, all passion spent, leaving her to clean up his mess. And I really resent another commentator's comparison with Anatole France's ""Thais"", a sophisticated novel whose intention was to make fun of the whole concept of Catholic sexual repression, some of which transpired in Massenet's opera of the same name, thankfully.<br /><br />But what makes this picture unique in the annals of commercial female eroticism, of course, is the enormous constellation of talents gathered under one banner to make this cinematic wet dream come to shimmering, vibrant life. Imperishable Technicolor photography that will outlive us all, a truckload of worthy character actors (including one cute dog), a music score by Max Steiner that seems determined to accomplish the ""composed film"" that Michael Powell (who, ironically, had a bit part in the 1927 silent version) always dreamed about, tittering at times on the brink of dissonance but always coming through in splendid symphonic, operatic exoticism, a dream-like atmosphere where material considerations are no object, characters travel as if by magic from one spot to the next, dialog is sparse, vague and suggestive, the art direction is close to celestial, flower arrangements appear in the humblest hut or tent, the heroine's wardrobe is inexhaustible and all the male characters are either aristocrats, saints, doomed but horny sinners, mystics or poets.<br /><br />Ahh... Hollywood! The MGM DVD presentation of this film is bare bones but impeccable. The bit rate is very high throughout, the colour registration is almost always perfect and the 2.0 mono sound truly does justice to Max Steiner's score and to Boyer's penultimate confession.<br /><br />A historical note on this sort of ""women's subject"": The following year (1937), Julien Duvivier, visibly inspired by ""The Garden of Allah"", directed ""Carnet de Bal"", where a very similar clothes-horse butter-won't-melt-in-her-mouth heroine (widowed after taking care of an ailing husband in the exotic remoteness of some impossibly romantic Alpine lakeside villa) wants to discover what she has missed by looking up the male dancers in her first dance book. She finds them all in time, only to realize that whatever feeling there was at one point between her beaus and herself were either misunderstood, overestimated or else had lifelong tragic consequences. It was Duvivier's cynical way of telling us to beware of impossibly idealistic notions and that we all need to grow up sooner or later.",1
484,"This film deals with two ex-football players who are Fred Williamson, (Mack Derringer) and Gary Busey, (Lenny) who work as private eyes and meet all kinds of ladies and men with some bad backgrounds. Mack Derringer is approached by his ex-wife Vanity (Jennifer Derringer) who works at having sex talk over the telephone. Jennifer is being threatened by one caller who wants to do horrible things to her and she asks for his help along with several other ladies. Mack & Lenny have more time on their hands and often go to Miami, Fl. golf courses or hang out in a Sports Bar where all kinds of city things go on. There is lots of punches, killings and plenty of double meaning words that bring this film completely down to a big ZERO. Don't waste your time, this film cost me only 50 cents and that was too much.",0
485,"Sherlock Holmes and the Secret Weapon starts in Switzerland as the world's foremost detective Sherlock Holmes (Basil Rathbone) outwits the Nazi's & manages to smuggle a brilliant scientist named Dr. Franz Tobel (William Post Jr.) out of the country & to the relative safety of London. But is London as safe as Holmes thinks? Dr. Tobel has engineered a revolutionary new bomb sight that will change aerial bombardment forever & he has agreed to give it to the British government, but those Nazi's want it just as badly & Holmes arch enemy Professor Moriarty (Lionel Atwill) plans on stealing the secret of the bomb sight & selling it to the Nazi's. Add the bumbling Inspector Lestrade (Denis Hoey) of Scotland Yard, Dr. Tobel's love interest Charlotte Eberli (Kaaren Verne), assassins, mysterious scientists & a puzzling coded message & Holmes has his work cut out to keep Dr. Tobel alive so he can deliver his bomb sight...<br /><br />Directed by Roy William Neill Sherlock Holmes and the Secret Weapon was the fourth in a series of fourteen Holmes films made between 1939 & 1946 to feature Rathbone & Bruce as Holmes & Watson. The script by Edward T. Lowe Jr., Scott Darling & Edmund L. Hartmann is based on the short 'The Dancing Men' by Sir Arthur Conan Doyle & isn't the tradition Holmes murder mystery as it's more of a wartime adventure story. To neglect what Holmes is all about, the solving of complex crimes & mysteries is a big mistake as far as I'm concerned & the involvement of the Nazi's & the war as a backdrop to the story feels out of place, awkward & just didn't sit too well with me. The dialogue isn't great, Professor Moriarty feels almost like an afterthought as if they couldn't come up with a villain for it & as a whole it's far less engaging than other's in the series. However, at least it's short.<br /><br />Director Neill does his usual efficient job but you have to cut it a little slack & bear in mind that it was made over 60 years ago. It has no real style or imagination & lacks both atmosphere & intrigue as well.<br /><br />Technically the film is OK if unspectacular, the black and white cinematography is fine although I understand that a computer colourised version is also available. The acting is alright, Bruce & Hoey do their usual comic relief turns & Rathbone's hairstyle in this looks ridiculous & I'm glad he changed it for later instalments.<br /><br />Sherlock Holmes and the Secret Weapon was a disappointment when compared to some of the other excellent entries in the series, there is very little by which I can recommend it & everything that made the other's so good seems to be missing here. Leave this one till last & watch some of the better ones first, for die hard fans only.",0
486,"Stargate SG-1 is a spin off of sorts from the 1994 movie ""Stargate."" I am so glad that they decided to expand on the subject. The show gets it rolling from the very first episode, a retired Jack O'Neill has to go through the gate once more to meet with his old companion, Dr. Daniel Jackson. Through the first two episodes, we meet Samantha Carter, a very intelligent individual who lets no one walk over her, and there is Teal'c, a quiet, compassionate warrior who defies his false god and joins the team. <br /><br />The main bad guys are called the Gouald, they are parasites who can get inserted into one's brain, thus controlling them and doing evil deeds. Any Gouald who has a massive amount of power is often deemed as a ""System Lord."" The warriors behind the Gouald are called Jaffa, who house the parasitic Gouald in their bodies until the Gouald can get inserted in a person's brain.<br /><br />Through the episodes, we mostly get to see SG-1, the exploratory team comprised of Jack/Daniel/Teal'c/and Sam, go through the wormhole that instantly transports them to other planets (this device is called the Stargate) and they encounter new cultures or bad guys. Some episodes are on-world, meaning that they do not go through the Stargate once in the episode and rather deal with pressing issues on Earth.<br /><br />Through the years, you start to see a decline in the SG-1 team as close knit, and more character-building story lines. This, in turn means even more on-world episodes, which is perfectly understandable.<br /><br />My rating: 8.75/10----While most of this show is good, there are some instances of story lines not always getting wrapped up and less of an emphasis on gate travel these last few years. But still, top notch science fiction!",1
487,"I remember watching this movie on TV a few years back. It was so bad, I can only remember the scenes that just made me die laughing. The only plot summary I can give you (without any spoilers) is picture a home movie made by college kids who were high.<br /><br />(Spoiler alert starts here...) When the movie starts, a guy's running, being chased by the ""Demon Cop"", when in fact, the man was really being chased by a Halloween costume gone wrong. A car pops out of nowhere, hitting the guy who was running. It sends him flying over the top of it, and what does the driver do??? Watches the man as he falls, gets back in his car and drives away. What kind of hair-brained dolt would do that? I would've at least asked if the guy was okay.<br /><br />Then, some black guy stares the Demon Cop straight in the face, then, later tells reporters, ""I didn't get a good look at him."" My sisters and I, by then, were almost choking ourselves to death with laughter.<br /><br />Then, there's some scene in an alley, where this girl with an afro, pulls a machine gun out of her teeny-weeny little purse. It couldn't have possibly FIT!! I can hardly remember certain scenes. Maybe it's because they were just that bad.<br /><br />Cops in the film can't even jump a fence, and the acting is so wooden, it makes planks of wood look like better actors.<br /><br />All in all, this movie brings shame to Hollywood, way more than any other flop could. You have to see it to believe its sappy cheesy plot, which it has none of, as far as I can tell.",0
488,"Also known as ""Stairway to Heaven"" in the US. During WWII British Peter Carter's (David Niven) plane is shot down in combat but he survives. He meets and falls in love with lovely June (Kim Hunter). But it seems a mistake was made in Heaven--he should have died! A French spirit comes to get him but he refuses. He is soon to plead his case in front of a Heavenly Tribunal that he should be allowed to live.<br /><br />Sounds ridiculous but this is actually an incredible film. The script is good with the actors playing the roles completely straight-faced and it's beautifully directed--the scenes on Earth are in breath-taking Technicolor (I've never seen such beautiful blue skies) and the scenes in Heaven are in black and white! Niven is a little stiff at times but Hunter is just great (and very beautiful) and Roger Livesey is superb as a doctor trying to help Niven. The imagery throughout is amazing (especially the staircase and during the final trial sequence) and the special effects are truly great (considering the age of the film). There's also a very strange sequence when Niven runs into a totally nude young boy herding sheep! This is an absolutely beautiful, thought provoking film--highly recommended. This remains unknown in the US which is a shame.",1
489,"Sondra Locke stinks in this film, but then she was an awful 'actress' anyway. Unfortunately, she drags everyone else (including then =real life boyfriend Clint Eastwood down the drain with her. But what was Clint Eastwood thinking when he agreed to star in this one? One read of the script should have told him that this one was going to be a real snorer. It's an exceptionally weak story, basically no story or plot at all. Add in bored, poor acting, even from the normally good Eastwood. There's absolutely no action except a couple arguments and as far as I was concerned, this film ranks up at the top of the heap of natural sleep enhancers. Wow! Could a film BE any more boring? I think watching paint dry or the grass grow might be more fun. A real stinker. Don't bother with this one.",0
490,"I own this movie. I've seen it over 20 times and every time I still get weepy. Its a Great love story, surprises, and you can definately feel chemistry between Klein and Sobiesky. I definately give this movie a perfect 10. I recommend this to anyone.",1
491,"Even by the lowered standards of '80s slasher movies, this one stinks. The usual gaggle of oversexed teens heads for a ""forbidden"" part of forest, which burned in the 1940s and apparently left a sole angry survivor. Fast forward (actually, you'll want to fast-forward through much of this mess) to the present day, where a couple of campers are butchered; the teens follow in their wake, while a semi-concerned park ranger (a sleepwalking Jackie Coogan) and his healthier cohort (who spins a lot of time tuning his banjo) succeed partially in steering our attention from yards of run-of-the-mill nature-footage padding. Finally, more killings--but nothing you haven't seen a zillion times before. If you want to see the kids butchered, opt for SLEEPAWAY CAMP or the first FRIDAY THE 13TH over this",0
492,"This film has a brilliant soundtrack and superb acting from some pretty unknown faces. I especially like the welsh docklands bad boy characters in it who strut around like American rappers acting tough. The banter between Jip and Koop is brilliant they come across as being best mates almost as if it were true in real life. I have experienced some of the things in this film and let me tell you first hand these folks ain't acting (especially the seen with Jip and Koop talking and snorting coke). Danny Dyer is priceless as Moff the 'party prescription' dealer and has the funniest lines in the film...<br /><br />""I'm happiest when i'm off my pickle feeling the music, you get me.... yeaahhh! I knew you wouldn't let me down, I knew it!!!""",1
493,"As a teenager, I watched this movie every time it was on TV (and it was on a LOT) because of its witty, appealing-to-teenager humor. It may not be what critics consider 4 star viewing, but I love it for what it is--a fun comedy meant to please the audience. The teen actors are of my generation (probably why I love the movie so much) and was like a fantasy cast of everyone's favorite TV shows of the early 90's--Full House, Family Matters, Fresh Prince--all of the shows were represented and the result was probably the best teen movie of the 90's. Though it may not include the high doses of nudity and violence that so many teen movie writers think vital to success among the youth demographic (or perhaps because of its absence), I highly recommend it to pre-teens and teenagers everywhere.",1
